,user_id,register_time,recently_logged,number_of_classes_join,number_of_classes_out,learn_time,school
13671,用户30421,2020/3/1 18:28,2020/6/18 8:48,2,1,"1,445.97",广州番禺职业技术学院
13672,用户30413,2020/3/1 18:28,2020/6/18 8:46,2,1,"15,265.63",广州番禺职业技术学院
13673,用户30414,2020/3/1 18:28,2020/6/18 8:48,3,1,"4,802.52",广州番禺职业技术学院
13674,用户30415,2020/3/1 18:28,2020/6/18 8:43,3,1,"7,112.58",广州番禺职业技术学院
13675,用户30416,2020/3/1 18:28,2020/6/18 8:47,3,1,"15,209.88",广州番禺职业技术学院
13676,用户30417,2020/3/1 18:28,2020/4/21 11:08,2,1,"2,009.38",广州番禺职业技术学院
13677,用户30418,2020/3/1 18:28,2020/6/18 8:42,2,1,"2,252.52",广州番禺职业技术学院
13678,用户30408,2020/3/1 18:28,2020/6/18 8:37,3,1,"9,013.17",广州番禺职业技术学院
13679,用户30409,2020/3/1 18:28,2020/6/18 8:53,4,1,"4,495.13",广州番禺职业技术学院
13680,用户30410,2020/3/1 18:28,2020/6/18 8:43,2,1,"5,833.85",广州番禺职业技术学院
13681,用户30411,2020/3/1 18:28,2020/6/18 8:42,9,1,"10,601.18",广州番禺职业技术学院
13682,用户30412,2020/3/1 18:28,2020/6/18 8:43,3,1,"6,567.33",广州番禺职业技术学院
13683,用户30405,2020/3/1 18:28,2020/6/18 9:01,4,1,"7,565.63",广州番禺职业技术学院
13684,用户30406,2020/3/1 18:28,2020/6/18 9:24,3,1,"7,757.57",广州番禺职业技术学院
13685,用户30407,2020/3/1 18:28,2020/6/18 8:38,3,1,"3,048.00",广州番禺职业技术学院
13686,用户30398,2020/3/1 18:28,2020/6/18 8:51,2,1,"4,507.68",广州番禺职业技术学院
13687,用户30399,2020/3/1 18:28,2020/6/11 8:56,2,1,"1,747.98",广州番禺职业技术学院
13688,用户30400,2020/3/1 18:28,2020/6/12 20:01,2,1,"5,273.78",广州番禺职业技术学院
13689,用户30401,2020/3/1 18:28,2020/4/26 21:59,2,1,"2,268.83",广州番禺职业技术学院
13690,用户30402,2020/3/1 18:28,2020/6/18 8:44,2,1,"2,941.75",广州番禺职业技术学院
13691,用户30403,2020/3/1 18:28,2020/6/18 8:48,3,1,"3,539.63",广州番禺职业技术学院
13692,用户30404,2020/3/1 18:28,2020/6/18 8:39,3,1,"7,853.12",广州番禺职业技术学院
13693,用户30397,2020/3/1 18:28,2020/3/1 18:28,3,1,0,0
13694,用户30396,2020/3/1 18:25,2020/3/1 18:25,0,0,1.45,0
13695,用户30394,2020/3/1 18:21,2020/3/23 12:27,1,0,16.97,中国民航飞行学院
13696,用户30395,2020/3/1 18:21,2020/3/3 10:13,1,0,303.67,中国民航飞行学院
13697,用户30393,2020/3/1 18:20,2020/5/11 15:28,2,0,"1,963.08",中国民航飞行学院
13698,用户30387,2020/3/1 18:20,2020/5/11 19:54,1,0,25.77,中国民航飞行学院
13699,用户30388,2020/3/1 18:20,2020/4/21 16:20,1,0,"1,662.55",中国民航飞行学院
13700,用户30389,2020/3/1 18:20,2020/4/18 0:29,1,0,603.32,中国民航飞行学院
13701,用户30390,2020/3/1 18:20,2020/4/5 22:12,1,0,215.93,中国民航飞行学院
13702,用户30391,2020/3/1 18:20,2020/4/13 18:10,1,0,127.42,中国民航飞行学院
13703,用户30392,2020/3/1 18:20,2020/4/26 16:19,1,0,"3,593.75",中国民航飞行学院
13704,用户30384,2020/3/1 18:20,2020/3/1 18:20,1,0,0,中国民航飞行学院
13705,用户30385,2020/3/1 18:20,2020/3/1 18:20,1,0,0,中国民航飞行学院
13706,用户30386,2020/3/1 18:20,2020/5/11 15:28,2,0,"3,491.42",中国民航飞行学院
13707,用户30379,2020/3/1 18:20,2020/3/30 22:30,1,0,777.28,中国民航飞行学院
13708,用户30380,2020/3/1 18:20,2020/3/2 15:48,1,0,0,中国民航飞行学院
13709,用户30381,2020/3/1 18:20,2020/3/24 14:42,1,0,242.97,中国民航飞行学院
13710,用户30382,2020/3/1 18:20,2020/5/9 16:13,1,0,697.93,中国民航飞行学院
13711,用户30383,2020/3/1 18:20,2020/6/17 13:40,2,0,"1,671.17",中国民航飞行学院
13712,用户30373,2020/3/1 18:20,2020/4/19 19:00,1,0,14.47,中国民航飞行学院
13713,用户30374,2020/3/1 18:20,2020/4/17 12:01,1,0,246.58,中国民航飞行学院
13714,用户30375,2020/3/1 18:20,2020/3/3 11:36,1,0,0,中国民航飞行学院
13715,用户30376,2020/3/1 18:20,2020/4/26 18:09,1,0,412.37,中国民航飞行学院
13716,用户30377,2020/3/1 18:20,2020/3/26 20:17,1,0,1,中国民航飞行学院
13717,用户30378,2020/3/1 18:20,2020/3/2 13:10,1,0,0,中国民航飞行学院
13718,用户30371,2020/3/1 18:20,2020/5/25 10:40,2,0,"6,746.27",中国民航飞行学院
13719,用户30372,2020/3/1 18:20,2020/4/25 11:38,1,0,"1,647.00",中国民航飞行学院
13720,用户30363,2020/3/1 18:20,2020/3/3 14:38,1,0,0,中国民航飞行学院
13721,用户30364,2020/3/1 18:20,2020/3/1 18:20,1,0,0,中国民航飞行学院
13722,用户30365,2020/3/1 18:20,2020/3/1 18:20,1,0,0,中国民航飞行学院
13723,用户30366,2020/3/1 18:20,2020/3/23 22:10,1,0,197.3,中国民航飞行学院
13724,用户30367,2020/3/1 18:20,2020/5/9 20:13,1,0,"2,290.85",中国民航飞行学院
13725,用户30368,2020/3/1 18:20,2020/3/3 10:48,1,0,0,中国民航飞行学院
13726,用户30369,2020/3/1 18:20,2020/4/21 8:17,1,0,"1,191.93",中国民航飞行学院
13727,用户30370,2020/3/1 18:20,2020/3/2 12:43,1,0,0,中国民航飞行学院
13728,用户30361,2020/3/1 18:20,2020/4/18 21:57,1,0,"1,555.10",中国民航飞行学院
13729,用户30362,2020/3/1 18:20,2020/3/1 18:20,1,0,0,中国民航飞行学院
13730,用户30355,2020/3/1 18:20,2020/3/3 12:51,1,0,0,中国民航飞行学院
13731,用户30356,2020/3/1 18:20,2020/3/2 12:15,1,0,0,中国民航飞行学院
13732,用户30357,2020/3/1 18:20,2020/4/30 9:02,1,0,"1,617.78",中国民航飞行学院
13733,用户30358,2020/3/1 18:20,2020/3/1 18:20,1,0,0,中国民航飞行学院
13734,用户30359,2020/3/1 18:20,2020/3/3 21:57,1,0,0,中国民航飞行学院
13735,用户30360,2020/3/1 18:20,2020/4/14 8:48,1,0,645,中国民航飞行学院
13736,用户30351,2020/3/1 18:20,2020/3/2 12:18,1,0,0.15,中国民航飞行学院
13737,用户30352,2020/3/1 18:20,2020/3/2 13:53,1,0,0,中国民航飞行学院
13738,用户30353,2020/3/1 18:20,2020/4/12 10:25,1,0,466.18,中国民航飞行学院
13739,用户30354,2020/3/1 18:20,2020/4/13 10:25,1,0,1.33,中国民航飞行学院
13740,用户30347,2020/3/1 18:19,2020/3/3 14:09,1,0,0,中国民航飞行学院
13741,用户30348,2020/3/1 18:19,2020/3/23 17:03,1,0,0,中国民航飞行学院
13742,用户30349,2020/3/1 18:19,2020/3/3 10:04,1,0,0.07,中国民航飞行学院
13743,用户30350,2020/3/1 18:19,2020/4/13 8:23,1,0,259.43,中国民航飞行学院
13744,用户30344,2020/3/1 18:19,2020/3/9 21:10,1,0,0.08,中国民航飞行学院
13745,用户30345,2020/3/1 18:19,2020/5/3 23:11,2,0,"1,656.03",中国民航飞行学院
13746,用户30346,2020/3/1 18:19,2020/5/6 8:19,2,0,"3,545.87",中国民航飞行学院
13747,用户30339,2020/3/1 18:19,2020/3/3 14:32,1,0,54.85,中国民航飞行学院
13748,用户30340,2020/3/1 18:19,2020/4/16 22:43,1,0,456.08,中国民航飞行学院
13749,用户30341,2020/3/1 18:19,2020/3/12 21:31,1,0,140.67,中国民航飞行学院
13750,用户30342,2020/3/1 18:19,2020/3/2 15:50,1,0,0,中国民航飞行学院
13751,用户30343,2020/3/1 18:19,2020/3/1 18:19,1,0,0,中国民航飞行学院
13752,用户30334,2020/3/1 18:19,2020/5/14 23:15,2,0,164.38,中国民航飞行学院
13753,用户30335,2020/3/1 18:19,2020/4/18 18:05,1,0,"1,583.38",中国民航飞行学院
13754,用户30336,2020/3/1 18:19,2020/3/2 12:17,1,0,0.17,中国民航飞行学院
13755,用户30337,2020/3/1 18:19,2020/3/14 20:25,1,0,104.15,中国民航飞行学院
13756,用户30338,2020/3/1 18:19,2020/3/3 10:03,1,0,298.7,中国民航飞行学院
13757,用户30331,2020/3/1 18:19,2020/6/3 11:03,2,0,8.25,中国民航飞行学院
13758,用户30332,2020/3/1 18:19,2020/4/16 8:31,1,0,304.8,中国民航飞行学院
13759,用户30333,2020/3/1 18:19,2020/4/17 16:28,1,0,"2,112.63",中国民航飞行学院
13760,用户30330,2020/3/1 18:16,2020/3/13 19:18,3,0,136.73,0
13761,用户30329,2020/3/1 18:13,2020/3/1 18:13,0,0,0,0
13762,用户30327,2020/3/1 18:12,2020/4/21 14:27,1,0,1.18,西安航空职业技术学院
13763,用户30328,2020/3/1 18:12,2020/4/18 14:45,1,0,"1,227.63",西安航空职业技术学院
13764,用户30326,2020/3/1 18:10,2020/3/2 14:36,1,0,13.37,西安航空职业技术学院
13765,用户30322,2020/3/1 18:10,2020/4/20 15:07,1,0,479.28,西安航空职业技术学院
13766,用户30323,2020/3/1 18:10,2020/3/2 14:58,1,0,"2,265.63",西安航空职业技术学院
13767,用户30324,2020/3/1 18:10,2020/3/2 14:52,1,0,39.32,西安航空职业技术学院
13768,用户30325,2020/3/1 18:10,2020/3/1 18:10,1,0,0,西安航空职业技术学院
13769,用户30317,2020/3/1 18:10,2020/6/3 8:14,1,0,145.65,西安航空职业技术学院
13770,用户30318,2020/3/1 18:10,2020/4/21 13:59,1,0,571.45,西安航空职业技术学院
13771,用户30319,2020/3/1 18:10,2020/4/18 17:53,1,0,23.18,西安航空职业技术学院
13772,用户30320,2020/3/1 18:10,2020/5/12 12:02,1,0,557.45,西安航空职业技术学院
13773,用户30321,2020/3/1 18:10,2020/3/2 20:44,1,0,644.17,西安航空职业技术学院
13774,用户30314,2020/3/1 18:10,2020/4/22 10:53,1,0,874.5,西安航空职业技术学院
13775,用户30315,2020/3/1 18:10,2020/4/20 15:48,1,0,"2,386.18",西安航空职业技术学院
13776,用户30316,2020/3/1 18:10,2020/4/24 20:25,1,0,"1,462.57",西安航空职业技术学院
13777,用户30307,2020/3/1 18:10,2020/3/2 18:18,1,0,66.15,西安航空职业技术学院
13778,用户30308,2020/3/1 18:10,2020/4/11 12:54,1,0,169.88,西安航空职业技术学院
13779,用户30309,2020/3/1 18:10,2020/3/2 15:09,1,0,46.02,西安航空职业技术学院
13780,用户30310,2020/3/1 18:10,2020/3/1 18:10,1,1,0,西安航空职业技术学院
13781,用户30311,2020/3/1 18:10,2020/3/12 16:38,1,0,228.87,西安航空职业技术学院
13782,用户30312,2020/3/1 18:10,2020/4/20 15:42,1,0,805.7,西安航空职业技术学院
13783,用户30313,2020/3/1 18:10,2020/4/20 21:32,1,0,628.62,西安航空职业技术学院
13784,用户30305,2020/3/1 18:10,2020/4/21 17:19,1,0,55.35,西安航空职业技术学院
13785,用户30306,2020/3/1 18:10,2020/4/29 16:35,1,0,"1,237.53",西安航空职业技术学院
13786,用户30298,2020/3/1 18:10,2020/3/16 12:17,1,0,7.97,西安航空职业技术学院
13787,用户30299,2020/3/1 18:10,2020/5/13 8:31,1,0,"1,215.15",西安航空职业技术学院
13788,用户30300,2020/3/1 18:10,2020/4/9 10:34,1,0,"2,496.35",西安航空职业技术学院
13789,用户30301,2020/3/1 18:10,2020/3/2 17:25,1,0,151.43,西安航空职业技术学院
13790,用户30302,2020/3/1 18:10,2020/4/16 16:11,1,0,"1,021.78",西安航空职业技术学院
13791,用户30303,2020/3/1 18:10,2020/3/31 15:38,1,0,158.88,西安航空职业技术学院
13792,用户30304,2020/3/1 18:10,2020/4/20 21:50,1,0,891.72,西安航空职业技术学院
13793,用户30294,2020/3/1 18:10,2020/4/27 10:32,3,0,"3,579.62",西安航空职业技术学院
13794,用户30295,2020/3/1 18:10,2020/4/14 16:03,1,0,"1,028.68",西安航空职业技术学院
13795,用户30296,2020/3/1 18:10,2020/5/15 16:59,1,0,"1,313.30",西安航空职业技术学院
13796,用户30297,2020/3/1 18:10,2020/4/16 18:06,1,0,22.2,西安航空职业技术学院
13797,用户30290,2020/3/1 18:10,2020/4/20 16:47,1,0,10.75,西安航空职业技术学院
13798,用户30291,2020/3/1 18:10,2020/5/5 12:11,4,2,"2,264.75",西安航空职业技术学院
13799,用户30292,2020/3/1 18:10,2020/3/1 18:10,1,1,0,西安航空职业技术学院
13800,用户30293,2020/3/1 18:10,2020/6/14 12:53,2,0,"1,340.72",西安航空职业技术学院
13801,用户30284,2020/3/1 18:10,2020/6/1 9:36,1,0,"1,781.87",西安航空职业技术学院
13802,用户30285,2020/3/1 18:10,2020/5/15 17:27,1,0,80.23,西安航空职业技术学院
13803,用户30286,2020/3/1 18:10,2020/5/15 17:15,1,0,395.15,西安航空职业技术学院
13804,用户30287,2020/3/1 18:10,2020/6/18 9:29,2,0,"4,748.57",西安航空职业技术学院
13805,用户30288,2020/3/1 18:10,2020/4/18 19:54,1,0,"1,474.50",西安航空职业技术学院
13806,用户30289,2020/3/1 18:10,2020/3/2 15:01,1,0,0,西安航空职业技术学院
13807,用户30281,2020/3/1 18:10,2020/4/25 16:39,1,0,"1,117.88",西安航空职业技术学院
13808,用户30282,2020/3/1 18:10,2020/4/24 21:29,2,0,399.2,西安航空职业技术学院
13809,用户30283,2020/3/1 18:10,2020/4/20 20:58,1,0,630.35,西安航空职业技术学院
13810,用户30274,2020/3/1 18:10,2020/3/2 14:37,1,0,7.55,西安航空职业技术学院
13811,用户30275,2020/3/1 18:10,2020/6/13 12:55,4,0,"7,873.27",西安航空职业技术学院
13812,用户30276,2020/3/1 18:10,2020/4/13 14:46,1,0,896.65,西安航空职业技术学院
13813,用户30277,2020/3/1 18:10,2020/4/21 0:10,1,0,"1,902.57",西安航空职业技术学院
13814,用户30278,2020/3/1 18:10,2020/4/13 13:04,1,0,523.95,西安航空职业技术学院
13815,用户30279,2020/3/1 18:10,2020/3/3 16:39,1,0,47.55,西安航空职业技术学院
13816,用户30280,2020/3/1 18:10,2020/3/2 15:07,1,0,117.02,西安航空职业技术学院
13817,用户30272,2020/3/1 18:10,2020/4/25 13:02,1,0,485.85,西安航空职业技术学院
13818,用户30273,2020/3/1 18:10,2020/4/20 15:19,1,0,86.83,西安航空职业技术学院
13819,用户30266,2020/3/1 18:10,2020/3/1 18:10,1,1,0,西安航空职业技术学院
13820,用户30267,2020/3/1 18:10,2020/4/25 17:29,1,0,943.45,西安航空职业技术学院
13821,用户30268,2020/3/1 18:10,2020/3/2 14:52,1,0,521.53,西安航空职业技术学院
13822,用户30269,2020/3/1 18:10,2020/3/4 12:18,1,0,675.37,西安航空职业技术学院
13823,用户30270,2020/3/1 18:10,2020/4/24 18:46,1,0,6.93,西安航空职业技术学院
13824,用户30271,2020/3/1 18:10,2020/4/1 18:36,1,0,18.13,西安航空职业技术学院
13825,用户30265,2020/3/1 18:04,2020/3/1 18:04,1,0,0,浙江财经大学
13826,用户30259,2020/3/1 18:04,2020/3/23 8:24,1,0,860.15,浙江财经大学
13827,用户30260,2020/3/1 18:04,2020/3/1 18:04,1,0,0,浙江财经大学
13828,用户30261,2020/3/1 18:04,2020/3/1 18:04,1,0,0,浙江财经大学
13829,用户30262,2020/3/1 18:04,2020/3/1 18:04,1,0,0,浙江财经大学
13830,用户30263,2020/3/1 18:04,2020/3/1 18:04,1,0,0,浙江财经大学
13831,用户30264,2020/3/1 18:04,2020/3/1 18:04,1,0,0,浙江财经大学
13832,用户30253,2020/3/1 18:04,2020/4/20 10:21,1,0,493.97,浙江财经大学
13833,用户30254,2020/3/1 18:04,2020/4/20 12:46,1,0,822.52,浙江财经大学
13834,用户30255,2020/3/1 18:04,2020/4/20 10:43,1,0,"1,608.33",浙江财经大学
13835,用户30256,2020/3/1 18:04,2020/4/20 13:44,1,0,803.62,浙江财经大学
13836,用户30257,2020/3/1 18:04,2020/3/1 18:04,1,0,0,浙江财经大学
13837,用户30258,2020/3/1 18:04,2020/4/29 1:15,1,0,847.17,浙江财经大学
13838,用户30252,2020/3/1 18:00,2020/3/1 18:00,1,0,0,0
13839,用户30251,2020/3/1 17:59,2020/3/13 20:27,2,0,69.37,0
13840,用户30249,2020/3/1 17:57,2020/3/1 17:57,1,0,0,内蒙古大学
13841,用户30250,2020/3/1 17:57,2020/3/1 17:57,1,0,0,内蒙古大学
13842,用户30246,2020/3/1 17:56,2020/4/18 12:31,1,0,363.95,内蒙古大学
13843,用户30247,2020/3/1 17:56,2020/3/1 17:56,1,0,0,内蒙古大学
13844,用户30248,2020/3/1 17:56,2020/3/1 17:56,1,0,0,内蒙古大学
13845,用户30243,2020/3/1 17:55,2020/3/1 17:55,1,0,0,内蒙古大学
13846,用户30244,2020/3/1 17:55,2020/3/1 17:55,1,0,0,内蒙古大学
13847,用户30245,2020/3/1 17:55,2020/3/1 17:55,1,0,0,内蒙古大学
13848,用户30239,2020/3/1 17:55,2020/4/26 15:19,1,0,"1,764.85",内蒙古大学
13849,用户30240,2020/3/1 17:55,2020/4/28 18:35,1,0,382.63,内蒙古大学
13850,用户30241,2020/3/1 17:55,2020/3/1 17:55,1,0,0,内蒙古大学
13851,用户30242,2020/3/1 17:55,2020/3/1 17:55,1,0,0,内蒙古大学
13852,用户30234,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13853,用户30235,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13854,用户30236,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13855,用户30237,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13856,用户30238,2020/3/1 17:51,2020/4/12 19:53,1,0,317.55,内蒙古大学
13857,用户30230,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13858,用户30231,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13859,用户30232,2020/3/1 17:51,2020/4/9 8:59,1,0,"1,043.37",内蒙古大学
13860,用户30233,2020/3/1 17:51,2020/4/12 23:29,1,0,"4,172.00",内蒙古大学
13861,用户30226,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13862,用户30227,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13863,用户30228,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13864,用户30229,2020/3/1 17:51,2020/3/17 11:02,1,0,0.28,内蒙古大学
13865,用户30220,2020/3/1 17:51,2020/4/6 16:03,1,0,32.87,内蒙古大学
13866,用户30221,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13867,用户30222,2020/3/1 17:51,2020/4/13 17:46,1,0,83.83,内蒙古大学
13868,用户30223,2020/3/1 17:51,2020/4/11 17:21,1,0,633.98,内蒙古大学
13869,用户30224,2020/3/1 17:51,2020/4/15 15:03,1,0,86.75,内蒙古大学
13870,用户30225,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13871,用户30218,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13872,用户30219,2020/3/1 17:51,2020/4/6 11:10,1,0,0.38,内蒙古大学
13873,用户30212,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13874,用户30213,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13875,用户30214,2020/3/1 17:51,2020/3/18 17:12,1,0,19.33,内蒙古大学
13876,用户30215,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13877,用户30216,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13878,用户30217,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13879,用户30209,2020/3/1 17:51,2020/4/13 10:17,1,0,449.03,内蒙古大学
13880,用户30210,2020/3/1 17:51,2020/4/12 13:45,1,0,255.98,内蒙古大学
13881,用户30211,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13882,用户30208,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13883,用户30202,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13884,用户30203,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13885,用户30204,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13886,用户30205,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13887,用户30206,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13888,用户30207,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13889,用户30198,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13890,用户30199,2020/3/1 17:51,2020/4/6 12:18,1,0,154.28,内蒙古大学
13891,用户30200,2020/3/1 17:51,2020/3/18 7:56,1,0,231.08,内蒙古大学
13892,用户30201,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13893,用户30194,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13894,用户30195,2020/3/1 17:51,2020/4/12 10:22,1,0,751.93,内蒙古大学
13895,用户30196,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13896,用户30197,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13897,用户30188,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13898,用户30189,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13899,用户30190,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13900,用户30191,2020/3/1 17:51,2020/4/12 18:06,1,0,1.32,内蒙古大学
13901,用户30192,2020/3/1 17:51,2020/4/17 14:50,1,0,"3,430.32",内蒙古大学
13902,用户30193,2020/3/1 17:51,2020/4/6 12:22,1,0,"1,073.50",内蒙古大学
13903,用户30185,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13904,用户30186,2020/3/1 17:51,2020/4/12 15:08,1,0,94.3,内蒙古大学
13905,用户30187,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13906,用户30178,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13907,用户30179,2020/3/1 17:51,2020/4/12 23:13,1,0,1.08,内蒙古大学
13908,用户30180,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13909,用户30181,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13910,用户30182,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13911,用户30183,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13912,用户30184,2020/3/1 17:51,2020/4/6 10:29,1,0,531.67,内蒙古大学
13913,用户30174,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13914,用户30175,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13915,用户30176,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13916,用户30177,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13917,用户30170,2020/3/1 17:51,2020/4/23 14:45,1,0,0,内蒙古大学
13918,用户30171,2020/3/1 17:51,2020/3/8 18:07,1,0,0.08,内蒙古大学
13919,用户30172,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13920,用户30173,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13921,用户30163,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13922,用户30164,2020/3/1 17:51,2020/4/7 11:10,1,0,194.35,内蒙古大学
13923,用户30165,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13924,用户30166,2020/3/1 17:51,2020/4/12 14:10,1,0,231.88,内蒙古大学
13925,用户30167,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13926,用户30168,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13927,用户30169,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13928,用户30160,2020/3/1 17:51,2020/5/11 22:20,1,0,3.97,内蒙古大学
13929,用户30161,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13930,用户30162,2020/3/1 17:51,2020/4/9 15:25,1,0,114.52,内蒙古大学
13931,用户30154,2020/3/1 17:51,2020/4/1 6:44,1,0,"9,091.48",内蒙古大学
13932,用户30155,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13933,用户30156,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13934,用户30157,2020/3/1 17:51,2020/5/11 8:48,1,0,"1,081.93",内蒙古大学
13935,用户30158,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13936,用户30159,2020/3/1 17:51,2020/3/1 17:51,1,0,0,内蒙古大学
13937,用户30153,2020/3/1 17:51,2020/4/5 19:05,1,0,40.92,0
13938,用户30152,2020/3/1 17:43,2020/5/20 19:50,2,0,"1,552.25",南宁师范大学
13939,用户30151,2020/3/1 17:43,2020/6/8 10:31,1,0,"1,030.53",0
13940,用户30149,2020/3/1 17:43,2020/4/6 8:25,1,0,436.08,南宁师范大学
13941,用户30150,2020/3/1 17:43,2020/4/12 14:02,1,0,268.58,南宁师范大学
13942,用户30147,2020/3/1 17:43,2020/4/12 22:42,1,0,918.33,南宁师范大学
13943,用户30148,2020/3/1 17:43,2020/3/27 10:18,1,0,540.02,南宁师范大学
13944,用户30139,2020/3/1 17:43,2020/3/3 20:49,1,0,752.95,南宁师范大学
13945,用户30140,2020/3/1 17:43,2020/5/6 22:47,1,0,"3,314.70",南宁师范大学
13946,用户30141,2020/3/1 17:43,2020/4/1 20:34,1,0,"1,343.75",南宁师范大学
13947,用户30142,2020/3/1 17:43,2020/5/6 10:47,1,0,"2,074.83",南宁师范大学
13948,用户30143,2020/3/1 17:43,2020/4/1 12:34,1,0,"1,969.52",南宁师范大学
13949,用户30144,2020/3/1 17:43,2020/4/6 1:01,1,0,570.78,南宁师范大学
13950,用户30145,2020/3/1 17:43,2020/4/19 22:34,1,0,"1,233.87",南宁师范大学
13951,用户30146,2020/3/1 17:43,2020/5/27 15:59,1,0,"2,726.95",南宁师范大学
13952,用户30137,2020/3/1 17:43,2020/4/6 12:17,1,0,523.05,南宁师范大学
13953,用户30138,2020/3/1 17:43,2020/4/14 16:30,1,0,"2,061.55",南宁师范大学
13954,用户30131,2020/3/1 17:43,2020/3/1 17:43,1,0,0,南宁师范大学
13955,用户30132,2020/3/1 17:43,2020/5/5 10:53,1,0,750.67,南宁师范大学
13956,用户30133,2020/3/1 17:43,2020/3/22 18:32,1,0,951.22,南宁师范大学
13957,用户30134,2020/3/1 17:43,2020/4/4 20:53,1,0,"1,521.27",南宁师范大学
13958,用户30135,2020/3/1 17:43,2020/5/11 20:11,1,0,"1,350.90",南宁师范大学
13959,用户30136,2020/3/1 17:43,2020/4/12 21:44,1,0,"2,758.73",南宁师范大学
13960,用户30130,2020/3/1 17:42,2020/3/9 21:52,3,0,792,0
13961,用户30129,2020/3/1 17:38,2020/4/4 17:48,0,0,"3,752.65",0
13962,用户30128,2020/3/1 17:36,2020/3/31 14:44,3,0,"2,493.57",广东农工商职业技术学院
13963,用户30127,2020/3/1 17:35,2020/6/5 20:29,5,0,847.88,0
13964,用户30125,2020/3/1 17:34,2020/5/8 13:02,1,0,"5,375.67",广东农工商职业技术学院
13965,用户30126,2020/3/1 17:34,2020/4/9 0:21,1,0,600.63,广东农工商职业技术学院
